"";"classe 1";"classe 2";"classe 3";"classe 4"
"desenvolver";-0,197;-1,026;-0,906;5,141
"desafiar";-3,329;-1,541;-1,36;17,51
"departamento";-2,772;0;-1,133;7,798
"delegado";-0,942;0,623;3,991;-2,07
"decretar";-0,942;-0,051;9,317;-2,07
"câmera";0,042;1,19;0,008;-1,724
"cultura";5,435;-0,769;-0,679;-1,033
"correto";2,714;-1,026;-0,906;-0,001
"corpus";-2,772;-1,283;22,191;-1,724
"convencer";-0,533;0;1,552;-0,082
"contratar";-2,772;4,852;0,008;-0,082
"consequência";-0,197;-1,026;0,115;1,255
"condição";-0,942;-0,051;-0,012;1,885
"comunicação";-0,942;-1,541;-1,36;10,545
"comunicar";-0,014;-0,051;3,991;-2,07
"comum";2,534;-0,051;-0,012;-2,07
"comportamento";0,042;1,19;-1,133;-0,082
"completo";-0,014;0,623;0,889;-2,07
"companheiro";10,889;-1,541;-1,36;-2,07
"combater";0,544;-1,541;-1,36;1,885
"comandante";-3,329;-1,541;9,317;0,19
"classificar";-3,329;-0,051;3,991;0,19
"circunstância";-2,772;-1,283;1,552;3,119
"chance";-0,942;-0,051;-0,012;1,885
"caráter";2,534;-1,541;0,889;-2,07
"carregar";-0,014;-1,541;-1,36;5,336
"caminhão";2,534;-0,051;-1,36;-0,252
"britânico";-2,772;-1,283;0,008;7,798
"brf";-2,772;19,593;-1,133;-1,724
"braço";0,544;0,623;-0,012;-2,07
"bilionário";-0,533;10,986;-1,133;-1,724
"atividade";-2,772;0;1,552;0,547
"artigo";0,042;-1,283;0,008;0,547
"armamento";-3,329;-1,541;-1,36;17,51
"argumento";0,544;-1,541;3,991;-2,07
"argumentar";-0,942;3,256;0,889;-2,07
"ar";2,534;-0,051;-1,36;-0,252
"antônio";-0,014;3,256;-0,012;-2,07
"analista";-0,942;-0,051;-0,012;1,885
"amanda";9,069;-1,283;-1,133;-1,724
"alves";5,435;-0,769;-0,679;-1,033
"alterar";0,042;1,19;-1,133;-0,082
"alckmin";-3,329;14,707;-0,012;-2,07
"afetar";-0,533;0;-1,133;3,119
"aeronave";-2,772;0;-1,133;7,798
"advertência";-0,014;-1,541;-1,36;5,336
"acesso";-0,014;-0,051;0,889;-0,252
"abin";-0,007;-0,769;4,651;-1,033
"ônibus";4,311;0;-1,133;-1,724
"zelador";-0,007;-0,769;4,651;-1,033
"zanin";-0,533;-1,283;12,643;-1,724
"vândalo";7,251;-1,026;-0,906;-1,379
"voar";-0,533;-1,283;-1,133;7,798
"vizinho";-2,772;0;-1,133;7,798
"visar";0,362;0,053;-0,906;-0,001
"vice_presidente";0,042;-1,283;-1,133;3,119
"vermelho";1,302;0;-1,133;-0,082
"venezuelano";7,251;-1,026;-0,906;-1,379
"unir";-0,533;-1,283;0,008;3,119
"título";5,435;-0,769;-0,679;-1,033
"trf_4";-2,772;-1,283;22,191;-1,724
"trazer";-0,533;-1,283;0,008;3,119
"trabalhador";2,714;0,053;-0,906;-1,379
"tender";0,042;-1,283;-1,133;3,119
"telefone";0,042;0;-1,133;0,547
"suspeita";-2,772;4,852;-1,133;0,547
"sujo";-0,197;0,053;2,658;-1,379
"sujeito";1,302;-1,283;1,552;-1,724
"subterrâneo";-1,662;-0,769;-0,679;8,74
"somar";-2,772;19,593;-1,133;-1,724
"solução";9,069;-1,283;-1,133;-1,724
"socialista";4,311;-1,283;-1,133;-0,082
"shinzo";-2,772;-1,283;-1,133;14,583
"sexta_feira";-0,197;-1,026;2,658;-0,001
"seguida";-1,662;-0,769;-0,679;8,74
"segredo";-2,772;0;5,763;-0,082
"saúde";1,302;-1,283;0,008;-0,082
"safado";9,069;-1,283;-1,133;-1,724
"rural";1,265;-0,769;-0,679;0,095
"rj";7,251;-1,026;-0,906;-1,379
"retaliação";0,042;-1,283;-1,133;3,119
"residir";0,362;0,053;-0,906;-0,001
"renúncia";1,265;-0,769;0,444;-1,033
"renato";-0,197;0,053;2,658;-1,379
"relacionamento";0,042;0;0,008;-0,082
"registro";0,042;0;1,552;-1,724
"refinaria";0,362;2,168;-0,906;-1,379
"reduzir";0,042;-1,283;-1,133;3,119
"recuperar";0,042;0;1,552;-1,724
"rapaz";9,069;-1,283;-1,133;-1,724
"protesto";9,069;-1,283;-1,133;-1,724
"pronunciar";0,042;0;-1,133;0,547
"promover";4,311;-1,283;-1,133;-0,082
"promotor";0,042;0;1,552;-1,724
"projetar";0,042;-1,283;-1,133;3,119
"pressão";-0,007;-0,769;-0,679;2,664
"pressionar";-0,533;0;0,008;0,547
"presença";-0,533;-1,283;-1,133;7,798
"prescrever";-2,217;2,168;2,658;-1,379
"pregent";-2,772;-1,283;-1,133;14,583
"preferir";-0,197;0,053;0,115;-0,001
"prefeitura";1,302;0;0,008;-1,724
"poço";7,251;-1,026;-0,906;-1,379
"potência";-2,772;-1,283;-1,133;14,583
"porta";1,302;-1,283;1,552;-1,724
"podre";-0,533;10,986;-1,133;-1,724
"plástico";0,042;0;-1,133;0,547
"pior";0,042;0;0,008;-0,082
"pimentel";1,302;1,19;-1,133;-1,724
"perito";-2,217;2,168;2,658;-1,379
"pence";-1,662;-0,769;-0,679;8,74
"pedro";-2,772;4,852;1,552;-1,724
"pedaço";4,311;-1,283;0,008;-1,724
"passo";-0,007;-0,769;-0,679;2,664
"pago";-2,772;19,593;-1,133;-1,724
"orientar";-2,772;1,19;0,008;0,547
"organizar";4,311;-1,283;-1,133;-0,082
"obter";-2,217;2,168;-0,906;1,255
"obstruir";1,302;0;0,008;-1,724
"new";-0,007;0,311;-0,679;0,095
"negociação";-2,772;4,852;0,008;-0,082
"méxico";0,042;-1,283;0,008;0,547
"município";2,714;-1,026;-0,906;-0,001
"morador";4,311;-1,283;-1,133;-0,082
"montar";-2,772;0;5,763;-0,082
"militante";1,302;0;0,008;-1,724
"milha";-2,772;-1,283;-1,133;14,583
"mero";4,311;0;-1,133;-1,724
"merkel";-2,217;-1,026;-0,906;11,66
"meirelles";7,251;-1,026;-0,906;-1,379
"massa";-2,772;-1,283;-1,133;14,583
"março";-2,772;0;1,552;0,547
"marisa";-0,197;-1,026;8,533;-1,379
"maria";0,042;4,852;-1,133;-1,724
"mando";-1,662;11,742;-0,679;-1,033
"mail";-2,772;-1,283;-1,133;14,583
"machado";-2,772;19,593;-1,133;-1,724
"londres";-2,217;-1,026;-0,906;11,66
"localizar";-2,772;0;-1,133;7,798
"livre";2,714;0,053;-0,906;-1,379
"livrar";4,311;-1,283;0,008;-1,724
"link";4,311;0;-1,133;-1,724
"ligado";-0,007;-0,769;0,444;0,095
"liderança";-2,772;0;-1,133;7,798
"lidar";-2,772;0;-1,133;7,798
"liberado";2,714;0,053;-0,906;-1,379
"leitão";1,302;1,19;-1,133;-1,724
"legítimo";-0,197;-1,026;-0,906;5,141
"judicial";-2,772;1,19;5,763;-1,724
"jantar";4,311;-1,283;0,008;-1,724
"ironizar";-2,217;0,053;2,658;-0,001
"iraque";-2,217;-1,026;-0,906;11,66
"investigador";-2,772;1,19;5,763;-1,724
"interrogatório";-2,772;-1,283;22,191;-1,724
"interessante";-2,772;4,852;0,008;-0,082
"intercontinental";-2,772;-1,283;-1,133;14,583
"inteligente";1,265;-0,769;-0,679;0,095
"institucional";0,042;4,852;-1,133;-1,724
"instalar";-0,533;0;-1,133;3,119
"inocente";-0,197;-1,026;2,658;-0,001
"inferno";-2,772;-1,283;1,552;3,119
"indonésio";-2,772;-1,283;-1,133;14,583
"indenização";-2,772;0;12,643;-1,724
"inaudível";5,435;-0,769;-0,679;-1,033
"inaceitável";1,302;-1,283;-1,133;0,547
"impacto";0,042;0;-1,133;0,547
"igual";5,435;-0,769;-0,679;-1,033
"igreja";7,251;-1,026;-0,906;-1,379
"humano";-0,533;-1,283;0,008;3,119
"hornet";-2,772;-1,283;-1,133;14,583
"histórico";-0,007;-0,769;0,444;0,095
"hipótese";4,311;-1,283;0,008;-1,724
"havaí";-2,772;-1,283;-1,133;14,583
"hamburgo";4,311;-1,283;-1,133;-0,082
"graça";-2,217;2,168;0,115;-0,001
"gomes";-0,533;1,19;1,552;-1,724
"gilberto";4,311;0;-1,133;-1,724
"garcia";5,435;-0,769;-0,679;-1,033
"fácil";7,251;-1,026;-0,906;-1,379
"fraco";-2,772;19,593;-1,133;-1,724
"formar";1,302;0;0,008;-1,724
"filósofo";7,251;-1,026;-0,906;-1,379
"festa";4,311;-1,283;-1,133;-0,082
"expressão";-1,662;-0,769;13,299;-1,033
"expressar";1,302;-1,283;-1,133;0,547
"explosão";-2,772;-1,283;-1,133;14,583
"expectativa";0,042;0;0,008;-0,082
"exercer";-0,197;0,053;0,115;-0,001
"exclusivo";1,302;0;-1,133;-0,082
"ex_presidenta";1,302;-1,283;1,552;-1,724
"ex_governador";-2,772;10,986;0,008;-1,724
"ex_diretor";-2,217;2,168;2,658;-1,379
"estádio";-2,772;19,593;-1,133;-1,724
"estilo";-0,533;0;0,008;0,547
"estadual";2,714;0,053;-0,906;-1,379
"especializado";-0,197;2,168;-0,906;-0,001
"escoltar";-2,217;-1,026;-0,906;11,66
"eremita";-2,772;-1,283;-1,133;14,583
"engenheiro";-0,533;-1,283;12,643;-1,724
"enganar";4,311;-1,283;-1,133;-0,082
"encaminhar";-1,662;-0,769;4,651;0,095
"década";-2,217;2,168;-0,906;1,255
"duque";-2,217;-1,026;17,742;-1,379
"droga";-0,197;-1,026;8,533;-1,379
"distribuir";2,714;0,053;-0,906;-1,379
"disposição";0,042;-1,283;-1,133;3,119
"direcionar";0,042;1,19;-1,133;-0,082
"diplomático";-2,772;-1,283;-1,133;14,583
"diploma";9,069;-1,283;-1,133;-1,724
"diogo";7,251;-1,026;-0,906;-1,379
"devolver";-0,533;10,986;-1,133;-1,724
"destinar";-0,533;4,852;-1,133;-0,082
"desmoralizar";0,042;-1,283;5,763;-1,724
"desespero";1,302;0;0,008;-1,724
"desembargador";-2,217;-1,026;17,742;-1,379
"descrever";0,042;-1,283;-1,133;3,119
"demitir";-0,533;4,852;0,008;-1,724
"cúmplice";0,042;1,19;-1,133;-0,082
"custo";-2,772;1,19;0,008;0,547
"correio";-0,533;1,19;1,552;-1,724
"coração";-0,533;-1,283;-1,133;7,798
"coragem";0,362;0,053;0,115;-1,379
"contêiner";-1,662;-0,769;-0,679;8,74
"constante";-2,772;1,19;-1,133;3,119
"confusão";1,302;-1,283;-1,133;0,547
"complicar";-0,533;4,852;0,008;-1,724
"comparar";0,362;0,053;0,115;-1,379
"comer";1,302;0;0,008;-1,724
"combinar";1,265;-0,769;0,444;-1,033
"colunista";-2,772;0;12,643;-1,724
"cobrar";-0,197;0,053;2,658;-1,379
"clube";9,069;-1,283;-1,133;-1,724
"cinza";-2,772;-1,283;-1,133;14,583
"certeza";1,302;-1,283;0,008;-0,082
"casal";-2,772;-1,283;22,191;-1,724
"carreira";0,362;-1,026;2,658;-1,379
"caber";0,042;-1,283;5,763;-1,724
"busca";-0,007;3,969;-0,679;-1,033
"brückner";7,251;-1,026;-0,906;-1,379
"bovino";-0,197;7,372;-0,906;-1,379
"boechat";7,251;-1,026;-0,906;-1,379
"bispo";5,435;-0,769;-0,679;-1,033
"bernardo";0,042;-1,283;5,763;-1,724
"benesse";-0,533;10,986;-1,133;-1,724
"benefício";-0,533;10,986;-1,133;-1,724
"bater";1,302;-1,283;0,008;-0,082
"bancário";-2,772;10,986;0,008;-1,724
"autor";1,265;-0,769;-0,679;0,095
"aumento";0,042;0;-1,133;0,547
"atibaia";0,042;0;1,552;-1,724
"assustar";5,435;-0,769;-0,679;-1,033
"apurar";0,042;-1,283;1,552;-0,082
"apreensão";-0,197;7,372;-0,906;-1,379
"aposentar";1,265;0,311;-0,679;-1,033
"análise";-2,217;-1,026;2,658;1,255
"antonio";-2,772;4,852;1,552;-1,724
"antigo";0,042;0;-1,133;0,547
"aniversário";-0,533;-1,283;-1,133;7,798
"andar";7,251;-1,026;-0,906;-1,379
"alegre";9,069;-1,283;-1,133;-1,724
"agressivo";-0,533;-1,283;-1,133;7,798
"agraciar";-2,217;15,665;-0,906;-1,379
"agosto";4,311;0;-1,133;-1,724
"adotar";-2,217;-1,026;-0,906;11,66
"adiar";-2,772;-1,283;22,191;-1,724
"acalmar";7,251;-1,026;-0,906;-1,379
"abastecer";4,311;0;-1,133;-1,724
"abar";-2,772;-1,283;-1,133;14,583
"1a";-2,772;-1,283;22,191;-1,724
"ódio";7,251;-1,026;-0,906;-1,379
"áfrica";-0,197;-1,026;-0,906;5,141
"wyllys";-0,007;-0,769;4,651;-1,033
"wagner";0,362;2,168;-0,906;-1,379
"waack";5,435;-0,769;-0,679;-1,033
"vladmir";-2,217;-1,026;-0,906;11,66
"vladimir";-2,217;-1,026;-0,906;11,66
"visão";-0,007;-0,769;0,444;0,095
"visita";-1,662;-0,769;-0,679;8,74
"viana";2,714;-1,026;0,115;-1,379
"viagem";2,714;-1,026;-0,906;-0,001
"veículo";-1,662;-0,769;-0,679;8,74
"versão";-0,197;0,053;0,115;-0,001
"verificar";-2,217;0,053;-0,906;5,141
"vereador";5,435;-0,769;-0,679;-1,033
"verbo";2,714;-1,026;0,115;-1,379
"vaca";7,251;-1,026;-0,906;-1,379
"uísque";0,362;0,053;0,115;-1,379
"uol";0,362;0,053;0,115;-1,379
"un";-2,217;-1,026;-0,906;11,66
"tóquio";-2,217;-1,026;-0,906;11,66
"turista";-2,217;-1,026;-0,906;11,66
"turco";-0,007;-0,769;0,444;0,095
"treta";0,362;-1,026;2,658;-1,379
"treinamento";-1,662;-0,769;-0,679;8,74
"transmitir";-1,662;-0,769;0,444;2,664
"transferência";-2,217;2,168;2,658;-1,379
"trajetória";-0,007;0,311;-0,679;0,095
"traduzir";-0,007;0,311;0,444;-1,033
"tona";0,362;-1,026;2,658;-1,379
"testemunho";-2,217;0,053;8,533;-1,379
"tese";-0,197;-1,026;-0,906;5,141
"terreno";-0,197;2,168;0,115;-1,379
"terminar";-0,197;-1,026;0,115;1,255
"temporário";-0,197;2,168;-0,906;-0,001
"tarefa";-0,197;-1,026;2,658;-0,001
"suécia";7,251;-1,026;-0,906;-1,379
"suspeito";-2,217;0,053;0,115;1,255
"surto";-0,197;-1,026;-0,906;5,141
"sul_coreano";-2,217;-1,026;-0,906;11,66
"sucata";1,265;0,311;-0,679;-1,033
"subir";-1,662;0,311;-0,679;2,664
"soviético";-2,217;-1,026;-0,906;11,66
"sonhar";2,714;-1,026;0,115;-1,379
"sol";-2,217;0,053;-0,906;5,141
"sindicato";2,714;0,053;-0,906;-1,379
"silêncio";-0,197;0,053;2,658;-1,379
"sessão";7,251;-1,026;-0,906;-1,379
"segunda_feira";-0,007;-0,769;0,444;0,095
"saída";-0,007;0,311;-0,679;0,095
"sala";-2,217;2,168;2,658;-1,379
"roubo";0,362;2,168;-0,906;-1,379
"ronald";-2,217;-1,026;-0,906;11,66
"rodrigues";5,435;-0,769;-0,679;-1,033
"rifle";-2,217;-1,026;-0,906;11,66
"revelação";-2,217;2,168;0,115;-0,001
"requião";2,714;0,053;-0,906;-1,379
"remover";1,265;-0,769;-0,679;0,095
"relacionar";-0,197;-1,026;0,115;1,255
"reduzido";-2,217;0,053;-0,906;5,141
"reduto";-1,662;-0,769;-0,679;8,74
"recusar";-2,217;2,168;-0,906;1,255
"recebimento";-0,007;3,969;-0,679;-1,033
"rebater";-0,007;-0,769;-0,679;2,664
"reagan";-2,217;-1,026;-0,906;11,66
"quinta_feira";-0,197;-1,026;2,658;-0,001
"quebrado";7,251;-1,026;-0,906;-1,379
"pânico";-0,197;2,168;0,115;-1,379
"página";-0,197;0,053;0,115;-0,001
"província";-2,217;-1,026;-0,906;11,66
"proporção";-2,217;-1,026;-0,906;11,66
"propor";1,265;-0,769;-0,679;0,095
"processar";0,362;0,053;0,115;-1,379
"preço";-2,217;0,053;-0,906;5,141
"preocupar";-2,217;-1,026;0,115;5,141
"pinto";-2,217;7,372;0,115;-1,379
"perdoar";7,251;-1,026;-0,906;-1,379
"penitenciária";-0,007;0,311;0,444;-1,033
"pau";2,714;-1,026;0,115;-1,379
"patético";7,251;-1,026;-0,906;-1,379
"patmos";-2,217;-1,026;17,742;-1,379
"partidário";-0,197;0,053;2,658;-1,379
"parceiro";7,251;-1,026;-0,906;-1,379
"papudo";-2,217;-1,026;17,742;-1,379
"pacote";-0,197;7,372;-0,906;-1,379
"originário";1,265;0,311;-0,679;-1,033
"organizado";-1,662;0,311;4,651;-1,033
"oposto";-2,217;-1,026;-0,906;11,66
"oportunidade";-0,007;0,311;0,444;-1,033
"olho";0,362;-1,026;-0,906;1,255
"ocidental";-2,217;-1,026;-0,906;11,66
"ocasião";-0,197;0,053;2,658;-1,379
"observar";-2,217;-1,026;-0,906;11,66
"objetivo";-1,662;-0,769;-0,679;8,74
"norte_coreanos";-2,217;-1,026;-0,906;11,66
"mst";7,251;-1,026;-0,906;-1,379
"mortadela";7,251;-1,026;-0,906;-1,379
"morar";1,265;0,311;-0,679;-1,033
"metro";0,362;-1,026;-0,906;1,255
"mer";1,265;0,311;-0,679;-1,033
"mentiroso";-0,197;-1,026;2,658;-0,001
"mentir";-0,197;0,053;2,658;-1,379
"medicamento";0,362;0,053;-0,906;-0,001
"marítimo";-2,217;-1,026;-0,906;11,66
"marino";2,714;0,053;-0,906;-1,379
"maduro";2,714;-1,026;0,115;-1,379
"língua";2,714;-1,026;-0,906;-0,001
"linguagem";1,265;-0,769;0,444;-1,033
"letícia";-0,007;-0,769;4,651;-1,033
"leniência";-2,217;7,372;0,115;-1,379
"leia_se";0,362;0,053;-0,906;-0,001
"lascar";7,251;-1,026;-0,906;-1,379
"lamentar";-0,007;0,311;0,444;-1,033
"kin";-2,217;-1,026;-0,906;11,66
"junho";-0,007;-0,769;4,651;-1,033
"jorge";-0,197;0,053;2,658;-1,379
"jogador";7,251;-1,026;-0,906;-1,379
"jogada";7,251;-1,026;-0,906;-1,379
"jato";-0,197;-1,026;8,533;-1,379
"ironia";0,362;0,053;0,115;-1,379
"inventar";-2,217;2,168;-0,906;1,255
"invasão";1,265;0,311;-0,679;-1,033
"interior";-0,197;0,053;0,115;-0,001
"interceptar";-0,197;-1,026;8,533;-1,379
"influenciar";-2,217;2,168;-0,906;1,255
"inconformado";-2,217;0,053;8,533;-1,379
"imóvel";-0,197;2,168;0,115;-1,379
"império";0,362;0,053;-0,906;-0,001
"impressionar";-0,197;2,168;-0,906;-0,001
"impopular";7,251;-1,026;-0,906;-1,379
"implantação";-2,217;-1,026;-0,906;11,66
"implantar";-2,217;0,053;-0,906;5,141
"imperialista";-2,217;-1,026;-0,906;11,66
"ilusão";5,435;-0,769;-0,679;-1,033
"homenagem";-0,007;-0,769;0,444;0,095
"harris";-2,217;-1,026;-0,906;11,66
"hackers";-0,007;-0,769;-0,679;2,664
"gás";-0,197;-1,026;-0,906;5,141
"guarda";-2,217;7,372;0,115;-1,379
"grito";7,251;-1,026;-0,906;-1,379
"gritar";5,435;-0,769;-0,679;-1,033
"gravata";7,251;-1,026;-0,906;-1,379
"grade";-0,007;-0,769;4,651;-1,033
"governar";2,714;-1,026;-0,906;-0,001
"gil";5,435;-0,769;-0,679;-1,033
"geng";-2,217;-1,026;-0,906;11,66
"fundamento";-0,197;0,053;0,115;-0,001
"fundador";-2,217;-1,026;0,115;5,141
"fugir";0,362;0,053;0,115;-1,379
"frequência";-1,662;0,311;0,444;0,095
"frederico";-2,217;0,053;8,533;-1,379
"fred";-1,662;0,311;4,651;-1,033
"fracassado";-2,217;-1,026;-0,906;11,66
"formular";0,362;-1,026;2,658;-1,379
"fiscalização";-0,007;3,969;-0,679;-1,033
"financiar";0,362;2,168;-0,906;-1,379
"ferir";-0,197;0,053;-0,906;1,255
"federação";2,714;0,053;-0,906;-1,379
"familiar";-2,217;2,168;-0,906;1,255
"falhar";-2,217;-1,026;-0,906;11,66
"falado";5,435;-0,769;-0,679;-1,033
"fagundes";5,435;-0,769;-0,679;-1,033
"fada";7,251;-1,026;-0,906;-1,379
"facilitar";-2,217;7,372;0,115;-1,379
"faca";2,714;-1,026;0,115;-1,379
"explosivo";-2,217;-1,026;-0,906;11,66
"existente";-0,007;-0,769;-0,679;2,664
"ex_presidentes";-0,007;0,311;0,444;-1,033
"ex_ministra";-0,197;2,168;0,115;-1,379
"ex_executivo";-2,217;2,168;2,658;-1,379
"ex_assessor";-1,662;3,969;0,444;-1,033
"estudo";0,362;-1,026;-0,906;1,255
"estranho";-2,217;2,168;2,658;-1,379
"estabilidade";-2,217;-1,026;-0,906;11,66
"essencial";-0,007;0,311;-0,679;0,095
"esquerdo";7,251;-1,026;-0,906;-1,379
"esplanada";1,265;0,311;-0,679;-1,033
"espaço";-0,197;2,168;-0,906;-0,001
"espalhar";0,362;-1,026;0,115;-0,001
"esclarecer";-1,662;-0,769;13,299;-1,033
"emergência";-1,662;0,311;-0,679;2,664
"eletrônico";-0,007;0,311;0,444;-1,033
"eficiência";-0,197;2,168;0,115;-1,379
"edição";2,714;0,053;-0,906;-1,379
"domiciliar";-1,662;-0,769;13,299;-1,033
"disponível";-0,197;-1,026;0,115;1,255
"dispensar";2,714;-1,026;0,115;-1,379
"diretoria";-0,007;3,969;-0,679;-1,033
"diplomata";-2,217;-1,026;-0,906;11,66
"digno";5,435;-0,769;-0,679;-1,033
"diferença";0,362;0,053;-0,906;-0,001
"diego";0,362;0,053;-0,906;-0,001
"determinação";-0,197;-1,026;8,533;-1,379
"detectar";-2,217;-1,026;-0,906;11,66
"destróier";-2,217;-1,026;-0,906;11,66
"destino";-0,197;-1,026;0,115;1,255
"despesa";-2,217;7,372;0,115;-1,379
"desmascarar";-1,662;-0,769;13,299;-1,033
"desertor";-1,662;-0,769;-0,679;8,74
"desculpa";-2,217;0,053;8,533;-1,379
"desabafo";1,265;-0,769;0,444;-1,033
"derramamento";7,251;-1,026;-0,906;-1,379
"depor";-1,662;0,311;4,651;-1,033
"depender";-0,197;-1,026;2,658;-0,001
"delito";-0,197;0,053;2,658;-1,379
"custar";2,714;-1,026;-0,906;-0,001
"curvar";7,251;-1,026;-0,906;-1,379
"crédito";-0,197;7,372;-0,906;-1,379
"crescer";7,251;-1,026;-0,906;-1,379
"corrêa";-2,217;15,665;-0,906;-1,379
"corruptor";-0,197;7,372;-0,906;-1,379
"coronel";-0,197;0,053;-0,906;1,255
"controlo";-0,197;-1,026;-0,906;5,141
"continente";-2,217;-1,026;-0,906;11,66
"contido";-0,007;0,311;-0,679;0,095
"consumir";-2,217;15,665;-0,906;-1,379
"consumidor";-0,197;7,372;-0,906;-1,379
"construção";-2,217;7,372;-0,906;-0,001
"constrangimento";1,265;0,311;-0,679;-1,033
"conseqüências";-2,217;-1,026;-0,906;11,66
"conselheiro";-1,662;-0,769;-0,679;8,74
"consciência";1,265;-0,769;-0,679;0,095
"conhecimento";0,362;2,168;-0,906;-1,379
"confundir";-2,217;-1,026;17,742;-1,379
"confronto";2,714;-1,026;-0,906;-0,001
"concreto";-0,197;2,168;0,115;-1,379
"compra";0,362;2,168;-0,906;-1,379
"competente";1,265;0,311;-0,679;-1,033
"colapso";-0,197;-1,026;-0,906;5,141
"cnn";-2,217;-1,026;-0,906;11,66
"circular";0,362;-1,026;-0,906;1,255
"ciar";-1,662;0,311;0,444;0,095
"chão";0,362;-1,026;-0,906;1,255
"chave";-0,007;0,311;0,444;-1,033
"cenário";0,362;-1,026;0,115;-0,001
"cbf";-0,007;-0,769;4,651;-1,033
"carrapato";-1,662;0,311;4,651;-1,033
"cancelar";-0,007;-0,769;-0,679;2,664
"calcular";-0,197;0,053;-0,906;1,255
"cacique";-2,217;15,665;-0,906;-1,379
"cachorro";7,251;-1,026;-0,906;-1,379
"cabelo";2,714;-1,026;0,115;-1,379
"buraco";2,714;-1,026;0,115;-1,379
"breve";0,362;-1,026;-0,906;1,255
"botar";7,251;-1,026;-0,906;-1,379
"blogueiro";-1,662;0,311;4,651;-1,033
"besteira";7,251;-1,026;-0,906;-1,379
"belo";2,714;-1,026;0,115;-1,379
"banheiro";0,362;-1,026;2,658;-1,379
"bala";-1,662;-0,769;4,651;0,095
"baixar";-1,662;3,969;0,444;-1,033
"avaliação";0,362;-1,026;0,115;-0,001
"aurélio";-1,662;-0,769;13,299;-1,033
"atriz";5,435;-0,769;-0,679;-1,033
"atribuir";0,362;-1,026;0,115;-0,001
"atrasado";2,714;0,053;-0,906;-1,379
"atrair";2,714;0,053;-0,906;-1,379
"assinatura";1,265;-0,769;0,444;-1,033
"assassinato";-2,217;0,053;0,115;1,255
"assaltado";7,251;-1,026;-0,906;-1,379
"arquivar";-0,007;0,311;0,444;-1,033
"araújo";0,362;2,168;-0,906;-1,379
"aprovação";0,362;-1,026;2,658;-1,379
"aprontar";7,251;-1,026;-0,906;-1,379
"aposentadoria";7,251;-1,026;-0,906;-1,379
"apoiador";7,251;-1,026;-0,906;-1,379
"apelo";0,362;0,053;0,115;-1,379
"aparelho";2,714;-1,026;0,115;-1,379
"amorim";5,435;-0,769;-0,679;-1,033
"amor";1,265;-0,769;0,444;-1,033
"altitude";-2,217;-1,026;-0,906;11,66
"alienado";0,362;0,053;-0,906;-0,001
"aliança";0,362;-1,026;-0,906;1,255
"alessandra";7,251;-1,026;-0,906;-1,379
"alemão";-2,217;-1,026;-0,906;11,66
"alegação";-2,217;-1,026;8,533;-0,001
"al_qaeda";-0,007;-0,769;-0,679;2,664
"ahhh";-1,662;3,969;0,444;-1,033
"afeganistão";-2,217;-1,026;-0,906;11,66
"acumular";-2,217;15,665;-0,906;-1,379
"acidente";-2,217;-1,026;2,658;1,255
"aberto";-0,197;0,053;0,115;-0,001
"2a";-1,662;-0,769;4,651;0,095
"youtube";1,265;0,311;-0,679;-1,033
"xingar";5,435;-0,769;-0,679;-1,033
"véspera";-0,007;0,311;0,444;-1,033
"vitória";1,265;-0,769;0,444;-1,033
"violência";5,435;-0,769;-0,679;-1,033
"vigilância";-1,662;-0,769;-0,679;8,74
"vidro";5,435;-0,769;-0,679;-1,033
"vice_ministro";-1,662;-0,769;-0,679;8,74
"ventilador";-0,007;0,311;0,444;-1,033
"varrer";1,265;-0,769;-0,679;0,095
"vandenberg";-1,662;-0,769;-0,679;8,74
"túnel";-1,662;-0,769;-0,679;8,74
"trágico";-0,007;0,311;-0,679;0,095
"trupe";-0,007;-0,769;4,651;-1,033
"trata_se";-0,007;0,311;-0,679;0,095
"trabalhista";5,435;-0,769;-0,679;-1,033
"tortura";-1,662;-0,769;13,299;-1,033
"toa";5,435;-0,769;-0,679;-1,033
"tillerson";-1,662;-0,769;-0,679;8,74
"teórico";-1,662;-0,769;-0,679;8,74
"testemunha";1,265;0,311;-0,679;-1,033
"temor";-0,007;-0,769;0,444;0,095
"tapa";1,265;-0,769;0,444;-1,033
"tailândia";-1,662;-0,769;-0,679;8,74
"súbito";-0,007;-0,769;-0,679;2,664
"série";-1,662;0,311;-0,679;2,664
"surpreso";-1,662;-0,769;4,651;0,095
"sul_coreanos";-1,662;-0,769;-0,679;8,74
"sucessor";-0,007;0,311;-0,679;0,095
"submerso";-1,662;-0,769;-0,679;8,74
"subestimar";1,265;-0,769;-0,679;0,095
"solicitar";-1,662;0,311;4,651;-1,033
"solaris";-0,007;-0,769;4,651;-1,033
"sobreviver";1,265;-0,769;0,444;-1,033
"sinceridade";5,435;-0,769;-0,679;-1,033
"sigla";-0,007;0,311;0,444;-1,033
"shuang";-1,662;-0,769;-0,679;8,74
"sertanejo";1,265;0,311;-0,679;-1,033
"serraglio";-1,662;3,969;0,444;-1,033
"sergio";-1,662;11,742;-0,679;-1,033
"sequestrar";-0,007;-0,769;0,444;0,095
"senso";5,435;-0,769;-0,679;-1,033
"seguro";-0,007;0,311;-0,679;0,095
"seguidor";5,435;-0,769;-0,679;-1,033
